name,license_no,type,address_line_1,city,state,zip,phone,website,total_beds
SWEETEST HOME INC (THE),11967484,assisted_living,480 NW 26TH AVENUE,MIAMI,FL,33125,(305) 541-5081,,14
"SYLVIA'S SENIOR HOME, INC.",11964770,assisted_living,23025 SW 120 AVENUE,MIAMI,FL,33170,(305) 257-2880,,6
TADEOS ALF CORP,11965502,assisted_living,1525 SW 119 COURT,MIAMI,FL,33184,(305) 221-4905,,6
TALAYA ALF LLC,11966774,assisted_living,7215 SW 21ST ST,MIAMI,FL,33155-1472,(305) 261-9220,,6
"TALIA ALF, INC.",11966351,assisted_living,14601 SW 50 TERRACE,MIAMI,FL,33175,(305) 207-1959,,6
TAMIAMI HAVEN ALF LLC,11966563,assisted_living,2472 SW 113TH CT,MIAMI,FL,33165-2249,(305) 554-8627,,6
"TAMIAMI LAKES MONTBLANC ALF, CORP",11912091,assisted_living,2040 SW 127 AVENUE,MIAMI,FL,33175,(786) 380-0477,,6
TANIA HOME HEALTH ALF INC,11968198,assisted_living,14255 SW 148TH CT,MIAMI,FL,33196,(786) 732-4508,,6
TENDER LOVING CARE ALF,11965996,assisted_living,3100 SW 79 AVENUE,MIAMI,FL,33155,(305) 267-0111,,6
TERESITA ALF INC,11965837,assisted_living,125 SW 103 COURT,MIAMI,FL,33174,(305) 927-6035,,6
"TERRACE OF HIALEAH, THE",111318,snf,190 W 28TH STREET,HIALEAH,FL,33010,(305) 885-2437,www.elevatecare.com,276
TGL RESIDENCE ALF,11910970,assisted_living,3210 SW 104 COURT,MIAMI,FL,33165,(305) 559-5917,,9
THE ANGEL'S AGE II,11965691,assisted_living,13320 SW 71ST ST,MIAMI,FL,33183-2310,(305) 408-7287,,6
THE GARDEN OF EDEN 2015 CORP,12962536,assisted_living,681 E 9TH ST,HIALEAH,FL,33010,(786) 597-3698,,27
THE GOLDEN YEARS ADC,12962508,assisted_living,14285 SW 42ND ST STE 202,MIAMI,FL,33175-6416,(786) 636-6706,,25
THE GOLDEN YEARS GROUP CORP.,11965619,assisted_living,3460 SW 137TH AVE,MIAMI,FL,33175-7234,(786) 223-2836,,6
THE JOY OF LIFE ADULT DAY CARE INC,12962150,assisted_living,"15190 SW 136TH STREET, STE 6",MIAMI,FL,33196,(305) 343-1631,,51
THE MIAMI-DADE COUNTY EDISON LITTLE RIVER ADULT DAY CARE CENTER,12911515,assisted_living,150 NW 79TH ST,MIAMI,FL,33150-3016,(305) 751-4342,www.miamidade.gov/cahsd,70
THE MIAMI-DADE COUNTY NORTH DADE ADULT DAY CARE CENTER,12911514,assisted_living,60 NE 166TH ST,MIAMI,FL,33162-3440,(305) 940-0075,www.miamidade.gov/cahsd,65
THE MIAMI-DADE COUNTY SOUTH DADE ADULT DAY CARE CENTER,12962708,assisted_living,19590 OLD CULTER RD,MIAMI,FL,33157,(786) 469-4830,,50
THE MIAMI-DADE COUNTY WEST DADE ADULT DAY CARE CENTER,12961990,assisted_living,6950 N WATERWAY DR,MIAMI,FL,33155-3800,(305) 469-4830,www.miamidade.gov/cahsd,50
THE OASIS AT CORAL REEF,11970215,assisted_living,15055 &15060 SW 97TH AVE,MIAMI,FL,33176,(786) 826-9097,www.oasiscoralreef.com,105
THE PALACE AT CORAL GABLES,11968520,assisted_living,1 ANDALUSIA AVE,CORAL GABLES,FL,33134,(305) 445-7444,http://www.palacecoralgables.com/,85
THE PALACE AT KENDALL NURSING AND REHABILITATION CENTER,111351,snf,11215 SW 84TH STREET,MIAMI,FL,33173,(305) 271-2225,www.thepalace.org,180
THE PALMS ASSISTED LIVING CORP,11932672,assisted_living,3051 E 4TH AVE,HIALEAH,FL,33013-3260,(305) 693-2700,,72
THE PLACE ALF LLC,11967004,assisted_living,2291 SW 100TH AVE,MIAMI,FL,33165-7535,(305) 613-3625,,6
THE RESIDENCES AT EAST RIDGE VILLAGE,11968935,assisted_living,19225 SW 87TH AVE,MIAMI,FL,33157,(305) 238-2623,www.eastridgecutlerbay.com,106
THE RESIDENCES AT MIAMI,11968954,assisted_living,9355 SW 158TH AVE,MIAMI,FL,33196,(786) 878-5140,,170
THE SENIOR CLUB 1,12962293,assisted_living,2668-72 SW 137TH AVE,MIAMI,FL,33175,(305) 456-9905,,64
TIKAS ALF INC,11968296,assisted_living,14822 GARDEN DR.,MIAMI,FL,33168,(305) 681-8382,,6
TL SEA HOME CARE SERVICES,11966213,assisted_living,14031 SW 39 ST,MIAMI,FL,33175,(305) 480-5995,,8
TOMADOS DE LA MANO ADULT DAY CARE LLC,12962703,assisted_living,3293 NW 7TH ST,MIAMI,FL,33125-4138,(786) 360-1023,https://tomadosdelamano1.wixsite.com/tomados-de-la-mano-a,57
TOTAL LOVING CARE LLC,11966749,assisted_living,12710 SW 112 STREET,MIAMI,FL,33186,(305) 387-4904,,6
"TRAILWINDS ASSISTED LIVING, LLC",11968753,assisted_living,14929 SW 39TH ST,MIAMI,FL,33185,(305) 968-3932,,6
TRANSITIONS,32960264,assisted_living,19377 NE 10TH AVE APT 217,MIAMI,FL,33179-5785,(305) 949-9001,www.transitionsrecovery.com,8
TREASURE ISLE CARE CENTER,111339,snf,1735 N TREASURE DRIVE,NORTH BAY VILLAGE,FL,33141,(305) 865-2383,,176
"TREE OF LIFE ADULT DAY CARE, INC",12962297,assisted_living,8901 SW 157TH AVE UNIT 10,MIAMI,FL,33196-1157,(305) 382-0111,www.treeoflifeadc.com,57
"TRIANA ELDERLY CARE, LLC",11910964,assisted_living,20020 SW 113TH PL,MIAMI,FL,33189-1160,(305) 255-7934,,6
TRINITY GARDEN INC,11942726,assisted_living,71 W 30TH ST,HIALEAH,FL,33012-5412,(305) 884-5613,,40
TROPICAL ASSISTED LIVING LLC,11963924,assisted_living,8325 SW 37TH ST,MIAMI,FL,33155,(305) 554-4106,,6
TROPICAL ESTATES ALF CORP,11969927,assisted_living,5111 SW 112 AVE,MIAMI,FL,33165,(786) 391-1002,,6
TROY & GREG CORP,11968041,assisted_living,12260 SW 184 STREET,MIAMI,FL,33177,(786) 429-3358,,6
TU HOGAR ALF LLC,11969663,assisted_living,8810 SW 21ST TERR,MIAMI,FL,33165,(305) 877-8110,,6
"TU SALUD ADULT DAY CARE, INC",12962584,assisted_living,900 PARK CENTRE BLVD STE 400B,MIAMI GARDENS,FL,33169-5371,(305) 455-9450,,128
TWINS SENIORS RESIDENCE ACLF,11942885,assisted_living,11334 SW 2 STREET,MIAMI,FL,33174,(305) 559-6222,,14
TWO SISTER'S HOME CARE II CORP.,11965982,assisted_living,12335 NW 98TH AVE,HIALEAH GDNS,FL,33018-2957,(305) 640-5068,,6
"TWO SISTERS ALF,INC.",11967789,assisted_living,1675 SW 25 AVENUE,MIAMI,FL,33145,(305) 333-1497,,11
"TWO SISTERS ETERNITY CARE, LLC",11967701,assisted_living,8610 SW 97 ROAD,MIAMI,FL,33173,(786) 286-0145,,6
TWO SISTERS LOVE & CARE INC,11967485,assisted_living,54-56 NW 45TH AVENUE,MIAMI,FL,33126,(786) 534-7845,,14
"TWO SISTERS RETIREMENT HOME #2, INC",11969601,assisted_living,2401 SW 4TH AVE,MIAMI,FL,33129,(786) 665-9174,,6
TWO SISTERS RETIREMENT HOME INC,11969557,assisted_living,15731 SW 59 TERR,MIAMI,FL,33193,(786) 665-9174,,6
TWO SISTERS TENDER CARE LLC,11968124,assisted_living,4521 NW 6TH ST,MIAMI,FL,33126,(786) 663-0044,,14
"UNICA ADULT DAY CARE CENTER, LLC",12962595,assisted_living,11391 W FLAGLER ST,MIAMI,FL,33174-1185,(305) 491-4359,https://unica-adult-day-care-center-llc.business.site,40
UNIMED ADULT DAY CARE LLC,12962724,assisted_living,4680 NW 183RD ST,MIAMI GARDENS,FL,33055-3054,(305) 917-4850,,115
UNIQUE ADULT DAY CARE CENTER INC,12962172,assisted_living,5149 SW 8TH ST,CORAL GABLES,FL,33134-2442,(305) 456-6365,www.uniqueadultcare.com,50
UNITED HELP COMMUNITY SERVICES INC,12962512,assisted_living,5331-5333 W 20TH AVE,HIALEAH,FL,33012,(305) 822-5956,www.uhcsadultdaycare.net,50
"UNITED LIVES LEISURE FACILITIES, INC",11969472,assisted_living,24167 SW 114TH CT,HOMESTEAD,FL,33032,(786) 514-3467,www.unitedlives.co,6
"UNITED WELLNESS ALF, LLC",11966144,assisted_living,15040 SW 144TH CT,MIAMI,FL,33186-5677,(305) 234-2437,,6
UNITY HEALTHCARE AND REHABILITATION CENTER,111321,snf,1404 NW 22ND STREET,MIAMI,FL,33142,(305) 325-1050,www.unityhrc.com,270
UNIVERSITY HEALTH AND REHABILITATION CENTER,35961040,snf,724 NW 19TH ST,MIAMI,FL,33136,(305) 325-2300,Universityrehabilitation.com,148
UNIVIDA ADULT DAY CARE LLC,12962785,assisted_living,16201 SW 95TH AVE 2ND FLOOR,MIAMI,FL,33157,(786) 715-6657,,88
VANGELA'S ALF CORP,11968092,assisted_living,789 NW 145TH TERRACE,MIAMI,FL,33168,(786) 356-0120,,6
"VARADERO RETIREMENT HOME CARE, INC.",11966988,assisted_living,15359 SW 23 LANE,MIAMI,FL,33185,(786) 218-6803,,6
"VARADERO RETIREMENT HOME II, INC",11967053,assisted_living,15372 SW 117 STREET,MIAMI,FL,33196,(305) 408-3660,,6
VENETIAN GARDENS HOME INC,11969448,assisted_living,15060 SW 63RD TERR,MIAMI,FL,33193,(305) 200-3171,,6
"VENETIAN ISLES ALF, INC",11967208,assisted_living,3003 SW 156 PLACE,MIAMI,FL,33185,(786) 558-7311,,6
"VEREDA NUEVA, INC",11967009,assisted_living,12412 SW 215 LANE,MIAMI,FL,33177,(305) 251-5843,,6
VI AT AVENTURA,11966032,assisted_living,19333 WEST COUNTRY CLUB DRIVE,AVENTURA,FL,33180,(305) 692-4700,www.viliving/aventura,26
VI AT AVENTURA,35961002,snf,19333 WEST COUNTRY CLUB DRIVE,AVENTURA,FL,33180,(305) 692-4700,,40
VICKY'S ALF,11966751,assisted_living,12438 SW 266TH LANE,HOMESTEAD,FL,33032,(786) 339-8874,,6
VICKY'S HOME ALF CORPORATION,11966999,assisted_living,6402 SW 41 STREET,MIAMI,FL,33155,(305) 662-4845,,12
"VICTORIA NURSING & REHABILITATION CENTER, INC.",35960960,snf,955 NW 3RD ST,MIAMI,FL,33128,(305) 548-4020,www.victorianursing.net,314
VICTORIA NURSING LOVE ALF CORP,11968430,assisted_living,6890 SW 39TH TERR,MIAMI,FL,33155,(786) 332-3277,,6
"VICTORIA RETIREMENT HOME, INC.",11966555,assisted_living,3755 NW 13 ST,MIAMI,FL,33126,(305) 646-2840,,6
VICTORIA'S DEDICATED RETIREMENT HOME II INC,11967753,assisted_living,2535 NW NORTH RIVER DRIVE,MIAMI,FL,33125,(305) 400-8572,,14
VICTORIA'S RESIDENCE LLC,11969721,assisted_living,16413 SW 81 TERR,MIAMI,FL,33193,(786) 803-9318,,6
VIDA ADULT DAY CARE CORP,12962851,assisted_living,26305 PARKER AVE STE 4 106,HOMESTEAD,FL,33032,(786) 601-7733,,35
VIDA HOLISTICA ALF CORP,11969592,assisted_living,8721 SW 56TH ST,MIAMI,FL,33165,(305) 418-0440,,6
VIDA HOME CARE INC,11966051,assisted_living,9099 NW 113 STREET,HIALEAH GARDENS,FL,33018,(305) 828-0395,,6
"VIDA HOME, LLC",11965493,assisted_living,415 EAST 39 STREET,HIALEAH,FL,33013,(305) 691-5911,,6
"VIDA Y ALEGRIA ADULT DAY CARE, INC",12962768,assisted_living,14645 SW 42ND ST,MIAMI,FL,33175-7825,(786) 654-9820,,35
VILLA ALEGRE CORP,11969401,assisted_living,1840-42 NW 15 ST,MIAMI,FL,33125,(305) 603-9464,,14
"VILLA CANDITA ALF, INC.",11966101,assisted_living,1321-1323 NW 29 AVENUE,MIAMI,FL,33125,(305) 636-2057,,14
VILLA ESMERALDA ALF,11965579,assisted_living,10310 NW 30 COURT,MIAMI,FL,33147,(305) 693-9300,,6
"VILLA ESTRELLA ALF, INC",11968299,assisted_living,15580 SW 146 AVENUE,MIAMI,FL,33177,(786) 592-2657,,6
VILLA FORTE INC.,11968892,assisted_living,14750 SW 284 ST,HOMESTEAD,FL,33033,(786) 504-8181,,12
VILLA LINDA INC,11968273,assisted_living,670 W 72ND PLACE,HIALEAH,FL,33014,(305) 556-7502,,6
VILLA MARGO I INC,11964298,assisted_living,3644 SW 22 TERRACE,MIAMI,FL,33145,(305) 992-8858,,6
"VILLA MARGO II, INC.",11964308,assisted_living,2930 SW 38 COURT,MIAMI,FL,33134,(305) 992-8858,,12
VILLA MARGO III INC,11964403,assisted_living,3669 SW 24 TERRACE,MIAMI,FL,33145,(305) 381-0657,,13
VILLA MARGO IV INC,11964590,assisted_living,2978 SW 27 LANE,MIAMI,FL,33133,(305) 992-8858,,13
"VILLA MARGO VI, INC.",11967808,assisted_living,2820 SW 34 AVENUE,MIAMI,FL,33133,(305) 992-8858,,6
"VILLA MARGO VII, INC.",11967672,assisted_living,531- 533 NW 34 AVENUE,MIAMI,FL,33125,(305) 992-8858,,8
VILLA MARGO VIII INC,11968030,assisted_living,2256 SW 16TH AVE,MIAMI,FL,33145-3926,(305) 992-8858,,14
"VILLA MARIA ISABEL, INC",11967081,assisted_living,2340 NW 1 STREET,MIAMI,FL,33125,(305) 644-5423,,6
VILLA MARIA NURSING CENTER,111340,snf,1050 NE 125TH STREET,NORTH MIAMI,FL,33161,(305) 891-8850,www.catholichealthservices.org,212
VILLA MARIA PIA INC,11964423,assisted_living,320-22 NW 43 PLACE,MIAMI,FL,33126,(305) 444-4310,,14
VILLA MARIA WEST SKILLED NURSING FACILITY,35961030,snf,8850 NW 122 ST,HIALEAH GARDENS,FL,33018,(305) 351-7181,,27
VILLA MIA ALF INC,11911402,assisted_living,3321 SW 24TH TER # 23,MIAMI,FL,33145-3139,(305) 850-5850,None,13
VILLA NORA #2 INC,11966515,assisted_living,998 WEST 31 STREET,HIALEAH,FL,33012,(305) 922-3263,,6
VILLA NORA ALF INC,11966014,assisted_living,4040 WEST 10 COURT,HIALEAH,FL,33012,(786) 520-1765,,6
VILLA PARAISO ALF LLC,11966057,assisted_living,9041 SW 142 CT,MIAMI,FL,33186,(786) 848-1021,,6
VILLA PAZ ALF I INC,11969964,assisted_living,1200 SW 22ND TER,MIAMI,FL,33145,(305) 206-5341,,14
VILLA PAZ ALF II INC,11969963,assisted_living,60 NW 33RD AVE,MIAMI,FL,33125,(786) 464-0093,,14
VILLA ROSA ASSISTED LIVING CORP.,11932411,assisted_living,5890 SW 8 STREET,MIAMI,FL,33144,(786) 312-9431,www.thepointenorthgables.com,126
"VILLA ROSA I, INC.",11910926,assisted_living,182 W 9TH ST,HIALEAH,FL,33010-4015,(305) 887-8095,,40
"VILLA ROSA III, INC",11911693,assisted_living,75 EAST 7 STREET,HIALEAH,FL,33010,(305) 883-3330,,48
VILLA ROSE ASSISTED LIVING INC,11968031,assisted_living,4231 SW 58TH AVE,MIAMI,FL,33155,(305) 968-3932,,7
"VILLA SERENA III,INC.",11966615,assisted_living,1777 NW 30 STREET,MIAMI,FL,33142,(305) 206-5342,www.villaserenagroup.com,13
VILLA SERENA IV,11966710,assisted_living,754 NW 22ND CT,MIAMI,FL,33125-3309,(305) 206-5342,www.villaserenagroup.com,10
"VILLA SERENA V,INC",11967677,assisted_living,2750 NW 6 STREET,MIAMI,FL,33125,(305) 206-5342,www.villaserenagroup.com,6
VILLA SERENA VI,11969112,assisted_living,2120 NW  18TH  TERR,MIAMI,FL,33125,(305) 206-5341,WWW.VILLASERENAGROUP.COM,12
VILLA SERENA VII,11911401,assisted_living,3317 SW 24TH TER # 19,MIAMI,FL,33145-3139,(786) 636-8979,www.villaserenagroup.com,13
VILLASOL GROUP INC,11968496,assisted_living,14300 SW 36TH ST,MIAMI,FL,33175,(786) 313-3542,,6
VIOLETA HOME INC,11967778,assisted_living,12 SW 96 AVENUE UNIT B,MIAMI,FL,33174,(786) 760-8592,,6
VIP ALF CORP,11969577,assisted_living,592 E 45TH ST,HIALEAH,FL,33013,(786) 280-5166,,6
"VISTA ADULT CARE, INC",12962255,assisted_living,7941- 43 NW 2ND ST,MIAMI,FL,33126,(305) 266-7853,,45
VISTA ALEGRE,11968015,assisted_living,6800 SW 130TH AVE,MIAMI,FL,33183-2424,(305) 385-9348,,6
VITAL SENIOR CENTER LLC,12962963,assisted_living,2500 NW 79TH AVE STE 190,DORAL,FL,33122,(305) 394-8482,,78
VIVE FELIZ ADULT DAYCARE INC,12962688,assisted_living,"1541 SE 12TH AVE STE 32,33,34",HOMESTEAD,FL,33034-2699,(786) 404-3685,,50
VIVO ALF INC,11968821,assisted_living,14621 SW 10 ST,MIAMI,FL,33184,(786) 631-3102,,6
WARM EMBRACE RETIREMENT HOME,11969458,assisted_living,30500 SW 152 AVE,HOMESTEAD,FL,33033,(786) 601-2464,,6
WATERFORD NURSING AND REHABILITATION CENTER,111341,snf,8333 W OKEECHOBEE ROAD,HIALEAH GARDENS,FL,33016,(305) 556-9900,https://www.waterford.care,214
"WELLNESS ADVANTAGE HOME CARE, INC",11910948,assisted_living,10601 CARIBBEAN BLVD,CUTLER BAY,FL,33189-1360,(305) 235-5872,,6
"WELLNESS LIVING, INC.",11968367,assisted_living,15560 NE 5TH CT,MIAMI,FL,33162,(786) 287-1041,,5
WEST DADE FAMILY CARE CORP,11967413,assisted_living,4585 SW 159TH COURT,MIAMI,FL,33185,(305) 553-8008,,6
WEST DADE HOME CARE SERVICES INC,11967915,assisted_living,871 SW 139 AVE,MIAMI,FL,33184,(305) 221-0607,,6
WEST GABLES HEALTH CARE CENTER,111348,snf,2525 SW 75TH AVENUE,MIAMI,FL,33155,(305) 265-9391,www.westgableshealthcare.com,60
WHISPERING PINES HOME CARE INC.,11967363,assisted_living,8830 SW 196 DRIVE,CUTLER RIDGE,FL,33157,(786) 808-6598,,6
WITH LOVE ADULT DAY CARE CENTER CORP,12962459,assisted_living,240 WESTWARD DR,MIAMI SPRINGS,FL,33166-5260,(786) 353-2978,,24
"XCLUSIVE SENIOR DAY CARE CENTER, INC",12962167,assisted_living,12975 W OKEECHOBEE RD,HIALEAH GDNS,FL,33018-6024,(305) 820-0805,WWW.XCLUSIVESENIORCENTER.COM,84
"XIOMARA HOME, INC.",11965173,assisted_living,4321 SW 1 STREET,MIAMI,FL,33134,(305) 461-3894,,6
YAMILE'S HOME INC,11965267,assisted_living,6135 WEST 8 AVE,HIALEAH,FL,33012,(305) 558-8769,,6
YESENIA ALF INC,11965359,assisted_living,15608 SW 63 TERRACE,MIAMI,FL,33193,(305) 408-1698,,6
"ZUSER'S SENIOR CARE, LLC",11966981,assisted_living,9603 SW 44 STREET,MIAMI,FL,33165,(305) 582-3033,,6
